chr1	3000826	3000827	h	28	.	3000826	3000827	255,0,0	28	0.00	0	26	2	1	0	0	1
chr1	3000826	3000827	m	28	.	3000826	3000827	255,0,0	28	7.14	2	26	0	1	0	0	1
chr1	3001006	3001007	h	27	.	3001006	3001007	255,0,0	27	0.00	0	27	0	0	1	1	1
chr1	3001006	3001007	m	27	.	3001006	3001007	255,0,0	27	0.00	0	27	0	0	1	1	1
chr1	3001017	3001018	h	25	.	3001017	3001018	255,0,0	25	0.00	0	25	0	1	3	1	0
chr1	3001017	3001018	m	25	.	3001017	3001018	255,0,0	25	0.00	0	25	0	1	3	1	0
chr1	3001276	3001277	h	24	.	3001276	3001277	255,0,0	24	0.00	0	24	0	1	0	1	2
chr1	3001276	3001277	m	24	.	3001276	3001277	255,0,0	24	0.00	0	24	0	1	0	1	2
chr1	3001628	3001629	h	25	.	3001628	3001629	255,0,0	25	0.00	0	25	0	0	0	0	1
chr1	3001628	3001629	m	25	.	3001628	3001629	255,0,0	25	0.00	0	25	0	0	0	0	1
chr1	3003225	3003226	h	24	.	3003225	3003226	255,0,0	24	4.17	1	12	11	1	5	0	0
chr1	3003225	3003226	m	24	.	3003225	3003226	255,0,0	24	45.83	11	12	1	1	5	0	0
chr1	3003338	3003339	h	30	.	3003338	3003339	255,0,0	30	3.33	1	7	22	0	3	0	0
chr1	3003338	3003339	m	30	.	3003338	3003339	255,0,0	30	73.33	22	7	1	0	3	0	0
chr1	3003378	3003379	h	31	.	3003378	3003379	255,0,0	31	0.00	0	18	13	0	0	1	2
chr1	3003378	3003379	m	31	.	3003378	3003379	255,0,0	31	41.94	13	18	0	0	0	1	2
chr1	3003581	3003582	h	30	.	3003581	3003582	255,0,0	30	0.00	0	24	6	0	3	1	2
chr1	3003581	3003582	m	30	.	3003581	3003582	255,0,0	30	20.00	6	24	0	0	3	1	2
chr1	3003639	3003640	h	4	.	3003639	3003640	255,0,0	4	0.00	0	4	0	8	19	0	6
chr1	3003639	3003640	m	4	.	3003639	3003640	255,0,0	4	0.00	0	4	0	8	19	0	6
chr1	3003720	3003721	h	32	.	3003720	3003721	255,0,0	32	0.00	0	24	8	0	0	1	4
chr1	3003720	3003721	m	32	.	3003720	3003721	255,0,0	32	25.00	8	24	0	0	0	1	4
chr1	3003884	3003885	h	36	.	3003884	3003885	255,0,0	36	0.00	0	21	15	0	2	0	0
chr1	3003884	3003885	m	36	.	3003884	3003885	255,0,0	36	41.67	15	21	0	0	2	0	0
chr1	3003897	3003898	h	27	.	3003897	3003898	255,0,0	27	0.00	0	13	14	0	9	1	1
chr1	3003897	3003898	m	27	.	3003897	3003898	255,0,0	27	51.85	14	13	0	0	9	1	1
chr1	3004529	3004530	h	35	.	3004529	3004530	255,0,0	35	0.00	0	35	0	1	0	1	1
chr1	3004529	3004530	m	35	.	3004529	3004530	255,0,0	35	0.00	0	35	0	1	0	1	1
chr1	3005997	3005998	h	46	.	3005997	3005998	255,0,0	46	0.00	0	46	0	0	1	0	1
chr1	3005997	3005998	m	46	.	3005997	3005998	255,0,0	46	0.00	0	46	0	0	1	0	1
chr1	3006186	3006187	h	51	.	3006186	3006187	255,0,0	51	0.00	0	48	3	0	0	0	2
chr1	3006186	3006187	m	51	.	3006186	3006187	255,0,0	51	5.88	3	48	0	0	0	0	2
chr1	3006415	3006416	h	48	.	3006415	3006416	255,0,0	48	0.00	0	37	11	0	1	0	1
chr1	3006415	3006416	m	48	.	3006415	3006416	255,0,0	48	22.92	11	37	0	0	1	0	1
chr1	3006781	3006782	h	48	.	3006781	3006782	255,0,0	48	0.00	0	39	9	0	0	1	0
chr1	3006781	3006782	m	48	.	3006781	3006782	255,0,0	48	18.75	9	39	0	0	0	1	0
chr1	3006880	3006881	h	40	.	3006880	3006881	255,0,0	40	0.00	0	40	0	3	0	4	1
chr1	3006880	3006881	m	40	.	3006880	3006881	255,0,0	40	0.00	0	40	0	3	0	4	1
chr1	3007169	3007170	h	41	.	3007169	3007170	255,0,0	41	0.00	0	36	5	0	1	1	2
chr1	3007169	3007170	m	41	.	3007169	3007170	255,0,0	41	12.20	5	36	0	0	1	1	2
chr1	3007429	3007430	h	43	.	3007429	3007430	255,0,0	43	0.00	0	29	14	0	2	0	0
chr1	3007429	3007430	m	43	.	3007429	3007430	255,0,0	43	32.56	14	29	0	0	2	0	0
chr1	3007531	3007532	h	40	.	3007531	3007532	255,0,0	40	0.00	0	40	0	3	0	1	3
chr1	3007531	3007532	m	40	.	3007531	3007532	255,0,0	40	0.00	0	40	0	3	0	1	3
chr1	3007579	3007580	h	43	.	3007579	3007580	255,0,0	43	0.00	0	43	0	0	0	0	5
chr1	3007579	3007580	m	43	.	3007579	3007580	255,0,0	43	0.00	0	43	0	0	0	0	5
chr1	3007681	3007682	h	44	.	3007681	3007682	255,0,0	44	0.00	0	44	0	0	0	3	5
chr1	3007681	3007682	m	44	.	3007681	3007682	255,0,0	44	0.00	0	44	0	0	0	3	5
chr1	3008544	3008545	h	47	.	3008544	3008545	255,0,0	47	0.00	0	44	3	0	1	3	2
chr1	3008544	3008545	m	47	.	3008544	3008545	255,0,0	47	6.38	3	44	0	0	1	3	2
